,input,target
106,"

[Conversation]
화자1: name2님은 이상형 있으세요?
화자2: 네 name1님은요?
화자1: 저는 웃음코드 잘맞고 대화 핑퐁 잘되는 사람이 좋아요 ㅋㅋ
화자2: 저도 좀 비슷해요
화자2: 공감잘해주는사람
화자1: 아 그쳐 그거 너무 중요해요..
화자2: 그래서 대화가 잘 통하는 사람 ㅋㅋㅋㅋ
화자1: 약간 대화하다보면 느껴져요 이 사람이 나랑 결이 같구나 이런거
화자2: 맞아요 ㅋㅋㅋㅋㅋ
화자1: 근데 잘 없어요 ㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠ
화자2: 전 꼭 취미나 관심사가 저랑 같지 않더라도 상대방의 얘기를 흥미롭게 잘 들어줄 수 잇는사람
화자2: 정도만 되어도 괜찮은데 ㅋㅋㅋㅋㅋㅋ 잘없어요...ㅋㅋㅋㅋㅋㅋㅋ
화자1: 오오 맞아요 사실 관심사 같아도 대화 안되는 경우 넘 많잖아요 ㅋㅋㅋㅋ
화자1: 진짜 재밌지 않나요 그런거보면 ㅋㅋ 사람이 참 다르다 싶은
화자2: 맞아요 ㅋㅋㅋㅋ
화자2: 외적으로는 어떤 스타일 좋아하세요?
화자1: 음 약간 동글동글한 이목구비를 좋아하는거 같아요 김동욱이나 조정석 같은
화자2: 약간 저랑 비슷한부분이잇네여 ㅋㅋㅋㅋ
화자1: 엇 정말요? ㅋㅋㅋㅋ 외적인것도 비슷한가봐요
화자2: 저는 체구는 큰데 얼굴은 순둥순둥한
화자1: 귀여운 테디베어상을 원하시나요 ㅋㅋ
화자2: 안창림선수같은 느낌으로 ㅋㅋㅋㅋㅋ
화자1: 앜ㅋㅋㅋㅋㅋㅋ 너무 알겠네요

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 대화 과정에서 상대방의 성향이 드러난다.
B. 대화를 하면 상대방의 성격을 바꿀 수 있다.
C. 대면을 해야만 상대방의 성향을 알 수 있다.",A. 대화 과정에서 상대방의 성향이 드러난다.
107,"

[Conversation]
화자1: name2님은 이상형 있으세요?
화자2: 네 name1님은요?
화자1: 저는 웃음코드 잘맞고 대화 핑퐁 잘되는 사람이 좋아요 ㅋㅋ
화자2: 저도 좀 비슷해요
화자2: 공감잘해주는사람
화자1: 아 그쳐 그거 너무 중요해요..
화자2: 그래서 대화가 잘 통하는 사람 ㅋㅋㅋㅋ
화자1: 약간 대화하다보면 느껴져요 이 사람이 나랑 결이 같구나 이런거
화자2: 맞아요 ㅋㅋㅋㅋㅋ
화자1: 근데 잘 없어요 ㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠ
화자2: 전 꼭 취미나 관심사가 저랑 같지 않더라도 상대방의 얘기를 흥미롭게 잘 들어줄 수 잇는사람
화자2: 정도만 되어도 괜찮은데 ㅋㅋㅋㅋㅋㅋ 잘없어요...ㅋㅋㅋㅋㅋㅋㅋ
화자1: 오오 맞아요 사실 관심사 같아도 대화 안되는 경우 넘 많잖아요 ㅋㅋㅋㅋ
화자1: 진짜 재밌지 않나요 그런거보면 ㅋㅋ 사람이 참 다르다 싶은
화자2: 맞아요 ㅋㅋㅋㅋ
화자2: 외적으로는 어떤 스타일 좋아하세요?
화자1: 음 약간 동글동글한 이목구비를 좋아하는거 같아요 김동욱이나 조정석 같은
화자2: 약간 저랑 비슷한부분이잇네여 ㅋㅋㅋㅋ
화자1: 엇 정말요? ㅋㅋㅋㅋ 외적인것도 비슷한가봐요
화자2: 저는 체구는 큰데 얼굴은 순둥순둥한
화자1: 귀여운 테디베어상을 원하시나요 ㅋㅋ
화자2: 안창림선수같은 느낌으로 ㅋㅋㅋㅋㅋ
화자1: 앜ㅋㅋㅋㅋㅋㅋ 너무 알겠네요

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자2는 대화가 잘 통하는 사람을 찾는 것이 어려워 속상하다.
B. 화자2는 잘 웃어주는 사람을 찾기 어려워 상심한다.
C. 화자2는 관심사가 비슷한 사람을 찾는 것이 어려워 속상하다.",A. 화자2는 대화가 잘 통하는 사람을 찾는 것이 어려워 속상하다.
108,"

[Conversation]
화자1: name2님은 이상형 있으세요?
화자2: 네 name1님은요?
화자1: 저는 웃음코드 잘맞고 대화 핑퐁 잘되는 사람이 좋아요 ㅋㅋ
화자2: 저도 좀 비슷해요
화자2: 공감잘해주는사람
화자1: 아 그쳐 그거 너무 중요해요..
화자2: 그래서 대화가 잘 통하는 사람 ㅋㅋㅋㅋ
화자1: 약간 대화하다보면 느껴져요 이 사람이 나랑 결이 같구나 이런거
화자2: 맞아요 ㅋㅋㅋㅋㅋ
화자1: 근데 잘 없어요 ㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠ
화자2: 전 꼭 취미나 관심사가 저랑 같지 않더라도 상대방의 얘기를 흥미롭게 잘 들어줄 수 잇는사람
화자2: 정도만 되어도 괜찮은데 ㅋㅋㅋㅋㅋㅋ 잘없어요...ㅋㅋㅋㅋㅋㅋㅋ
화자1: 오오 맞아요 사실 관심사 같아도 대화 안되는 경우 넘 많잖아요 ㅋㅋㅋㅋ
화자1: 진짜 재밌지 않나요 그런거보면 ㅋㅋ 사람이 참 다르다 싶은
화자2: 맞아요 ㅋㅋㅋㅋ
화자2: 외적으로는 어떤 스타일 좋아하세요?
화자1: 음 약간 동글동글한 이목구비를 좋아하는거 같아요 김동욱이나 조정석 같은
화자2: 약간 저랑 비슷한부분이잇네여 ㅋㅋㅋㅋ
화자1: 엇 정말요? ㅋㅋㅋㅋ 외적인것도 비슷한가봐요
화자2: 저는 체구는 큰데 얼굴은 순둥순둥한
화자1: 귀여운 테디베어상을 원하시나요 ㅋㅋ
화자2: 안창림선수같은 느낌으로 ㅋㅋㅋㅋㅋ
화자1: 앜ㅋㅋㅋㅋㅋㅋ 너무 알겠네요

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자1은 자신과 식성이 같은 사람을 만나본 경험을 화자2에게 이야기할 것이다.
B. 화자1은 나이가 비슷한 사람을 만나보고 싶다고 화자2에게 이야기할 것이다.
C. 화자1은 대화가 잘 통했던 사람을 만나본 경험을 화자2에게 이야기할 것이다.",C. 화자1은 대화가 잘 통했던 사람을 만나본 경험을 화자2에게 이야기할 것이다.
109,"

[Conversation]
화자1: 좋아하는 스포츠가 있나요
화자2: 직접 하는건 탁구 좋아하고
화자2: 보는건 배구, 농구 좋아해요
화자1: 전 배구 보단 농구가 재미있어요
화자1: 그보단 야구가 잼있네요
화자2: 저는 배구보다 야구보면 조금 지루해서...
화자2: 야구장에서 치킨 먹는건 해보고 싶긴 합니다
화자1: 저도 오래전에 해보고 못했네요
화자1: 그전이 그립네요
화자2: 지금은 함성도 금지죠?
화자1: 치킨도 금지죠
화자2: 아쉬우시겠어요
화자1: 너무나 아쉽고 코로나 이전이 그립죠
화자2: 코로나 끝나면 바로 가실건가요
화자1: 완전 종식되면 그때 가야죠
화자2: ㅎㅎ좋아요

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 화자1은 코로나로 인해 야구장을 못 가고 있다.
B. 화자1은 코로나로 인해 야구 구단에서 잘렸다.
C. 화자1은 코로나 후유증으로 야구를 못 하고 있다.",A. 화자1은 코로나로 인해 야구장을 못 가고 있다.
110,"

[Conversation]
화자1: 좋아하는 스포츠가 있나요
화자2: 직접 하는건 탁구 좋아하고
화자2: 보는건 배구, 농구 좋아해요
화자1: 전 배구 보단 농구가 재미있어요
화자1: 그보단 야구가 잼있네요
화자2: 저는 배구보다 야구보면 조금 지루해서...
화자2: 야구장에서 치킨 먹는건 해보고 싶긴 합니다
화자1: 저도 오래전에 해보고 못했네요
화자1: 그전이 그립네요
화자2: 지금은 함성도 금지죠?
화자1: 치킨도 금지죠
화자2: 아쉬우시겠어요
화자1: 너무나 아쉽고 코로나 이전이 그립죠
화자2: 코로나 끝나면 바로 가실건가요
화자1: 완전 종식되면 그때 가야죠
화자2: ㅎㅎ좋아요

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자1은 자유롭게 야구장에서 경기를 뛰고 싶다.
B. 화자1은 제약 없이 탁구장에서 탁구를 하고 싶다.
C. 화자1은 자유롭게 야구장에서 경기를 즐기고 싶다.",C. 화자1은 자유롭게 야구장에서 경기를 즐기고 싶다.
111,"

[Conversation]
화자1: 좋아하는 스포츠가 있나요
화자2: 직접 하는건 탁구 좋아하고
화자2: 보는건 배구, 농구 좋아해요
화자1: 전 배구 보단 농구가 재미있어요
화자1: 그보단 야구가 잼있네요
화자2: 저는 배구보다 야구보면 조금 지루해서...
화자2: 야구장에서 치킨 먹는건 해보고 싶긴 합니다
화자1: 저도 오래전에 해보고 못했네요
화자1: 그전이 그립네요
화자2: 지금은 함성도 금지죠?
화자1: 치킨도 금지죠
화자2: 아쉬우시겠어요
화자1: 너무나 아쉽고 코로나 이전이 그립죠
화자2: 코로나 끝나면 바로 가실건가요
화자1: 완전 종식되면 그때 가야죠
화자2: ㅎㅎ좋아요

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 코로나로 야구 경기 규칙이 새롭게 거듭났다.
B. 코로나로 야구 관람이 전면 금지되었다.
C. 코로나로 야구 관람 시 제약이 생겼다.",C. 코로나로 야구 관람 시 제약이 생겼다.
112,"

[Conversation]
화자1: 좋아하는 스포츠가 있나요
화자2: 직접 하는건 탁구 좋아하고
화자2: 보는건 배구, 농구 좋아해요
화자1: 전 배구 보단 농구가 재미있어요
화자1: 그보단 야구가 잼있네요
화자2: 저는 배구보다 야구보면 조금 지루해서...
화자2: 야구장에서 치킨 먹는건 해보고 싶긴 합니다
화자1: 저도 오래전에 해보고 못했네요
화자1: 그전이 그립네요
화자2: 지금은 함성도 금지죠?
화자1: 치킨도 금지죠
화자2: 아쉬우시겠어요
화자1: 너무나 아쉽고 코로나 이전이 그립죠
화자2: 코로나 끝나면 바로 가실건가요
화자1: 완전 종식되면 그때 가야죠
화자2: ㅎㅎ좋아요

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자2는 하루빨리 코로나가 나아서 화자1과 야구장에 갈 수 있으면 좋겠다.
B. 화자2는 빨리 코로나가 끝나서 화자1의 야구 경기를 관람하고 싶다.
C. 화자2는 하루빨리 코로나가 끝나서 화자1이 야구장에 갈 수 있길 바란다.",C. 화자2는 하루빨리 코로나가 끝나서 화자1이 야구장에 갈 수 있길 바란다.
113,"

[Conversation]
화자1: 좋아하는 스포츠가 있나요
화자2: 직접 하는건 탁구 좋아하고
화자2: 보는건 배구, 농구 좋아해요
화자1: 전 배구 보단 농구가 재미있어요
화자1: 그보단 야구가 잼있네요
화자2: 저는 배구보다 야구보면 조금 지루해서...
화자2: 야구장에서 치킨 먹는건 해보고 싶긴 합니다
화자1: 저도 오래전에 해보고 못했네요
화자1: 그전이 그립네요
화자2: 지금은 함성도 금지죠?
화자1: 치킨도 금지죠
화자2: 아쉬우시겠어요
화자1: 너무나 아쉽고 코로나 이전이 그립죠
화자2: 코로나 끝나면 바로 가실건가요
화자1: 완전 종식되면 그때 가야죠
화자2: ㅎㅎ좋아요

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자1은 집에서 야구 경기를 볼 것이다.
B. 화자1은 집에서 치킨을 시켜 먹을 것이다.
C. 화자1은 집에서 배구 경기를 시청할 것이다.",A. 화자1은 집에서 야구 경기를 볼 것이다.
114,"

[Conversation]
화자1: 안녕하세요
화자2: 안녕하세요?
화자1: 좋은 아침입니다
화자2: 네 좋은아침입니다ㅋ
화자2: 요즘 티비 뭐 보는거있으세요?
화자1: 음 저는 슬기로운의사생활 보는데 힐링되요 ㅎㅎ
화자1: 다른건 안봅니다 ㅎㅎ
화자1: 장르 어떤거 좋아하세요?
화자2: 맞아요ㅋ저도 슬기로운의사생활
화자2: 너무좋아해요ㅋ
화자1: 감동입니다
화자1: 이번에 도재학 선생 관련내용은 맘이 아팠어요
화자2: 저도 얼마나 울었는지몰라요ㅜㅠ슬펐어요
화자1: 결국 잘될겁니다
화자1: 도재학 화이팅!
화자1: 아
그리고
화자1: 익순이 이야기 너무 궁금해요
화자2: ㅋㅋㅋ 맞아요
화자2: 익순이도 잘되기를
화자1: 추추 좋아하십니까
화자2: 해피엔딩일것같지만ㅋ
화자2: 진짜 요즘엔
화자2: 추추를 넘 응원하게되네요
화자2: 추추 넘 귀염ㅋ
화자1: 짱 귀염
화자1: 마지막 누가 다쳤을까요?
화자2: 익준이인것같아요.ㅜㅜ
화자1: 안돼,~~
화자1: 두 의사 모두 아니지 않을까요?
화자2: ㅜㅠ그러길요ㅋㅋ

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 슬기로운 의사생활' 이번 회의 내용은 새드 엔딩이다.
B. 이번 '슬기로운 의사생활' 회차는 활기찬 내용이다.
C. 슬기로운 의사생활' 이번 회차는 슬픈 내용이다.",C. 슬기로운 의사생활' 이번 회차는 슬픈 내용이다.
115,"

[Conversation]
화자1: 안녕하세요
화자2: 안녕하세요?
화자1: 좋은 아침입니다
화자2: 네 좋은아침입니다ㅋ
화자2: 요즘 티비 뭐 보는거있으세요?
화자1: 음 저는 슬기로운의사생활 보는데 힐링되요 ㅎㅎ
화자1: 다른건 안봅니다 ㅎㅎ
화자1: 장르 어떤거 좋아하세요?
화자2: 맞아요ㅋ저도 슬기로운의사생활
화자2: 너무좋아해요ㅋ
화자1: 감동입니다
화자1: 이번에 도재학 선생 관련내용은 맘이 아팠어요
화자2: 저도 얼마나 울었는지몰라요ㅜㅠ슬펐어요
화자1: 결국 잘될겁니다
화자1: 도재학 화이팅!
화자1: 아
그리고
화자1: 익순이 이야기 너무 궁금해요
화자2: ㅋㅋㅋ 맞아요
화자2: 익순이도 잘되기를
화자1: 추추 좋아하십니까
화자2: 해피엔딩일것같지만ㅋ
화자2: 진짜 요즘엔
화자2: 추추를 넘 응원하게되네요
화자2: 추추 넘 귀염ㅋ
화자1: 짱 귀염
화자1: 마지막 누가 다쳤을까요?
화자2: 익준이인것같아요.ㅜㅜ
화자1: 안돼,~~
화자1: 두 의사 모두 아니지 않을까요?
화자2: ㅜㅠ그러길요ㅋㅋ

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자1은 인상 깊게 본 TV 프로그램 회차를 공유하고 싶다.
B. 화자1은 감명 깊었던 영화 내용을 공유하고 싶다.
C. 화자1은 지루하게 본 TV 프로그램 회차를 공유하고 싶다.",A. 화자1은 인상 깊게 본 TV 프로그램 회차를 공유하고 싶다.
116,"

[Conversation]
화자1: 안녕하세요
화자2: 안녕하세요?
화자1: 좋은 아침입니다
화자2: 네 좋은아침입니다ㅋ
화자2: 요즘 티비 뭐 보는거있으세요?
화자1: 음 저는 슬기로운의사생활 보는데 힐링되요 ㅎㅎ
화자1: 다른건 안봅니다 ㅎㅎ
화자1: 장르 어떤거 좋아하세요?
화자2: 맞아요ㅋ저도 슬기로운의사생활
화자2: 너무좋아해요ㅋ
화자1: 감동입니다
화자1: 이번에 도재학 선생 관련내용은 맘이 아팠어요
화자2: 저도 얼마나 울었는지몰라요ㅜㅠ슬펐어요
화자1: 결국 잘될겁니다
화자1: 도재학 화이팅!
화자1: 아
그리고
화자1: 익순이 이야기 너무 궁금해요
화자2: ㅋㅋㅋ 맞아요
화자2: 익순이도 잘되기를
화자1: 추추 좋아하십니까
화자2: 해피엔딩일것같지만ㅋ
화자2: 진짜 요즘엔
화자2: 추추를 넘 응원하게되네요
화자2: 추추 넘 귀염ㅋ
화자1: 짱 귀염
화자1: 마지막 누가 다쳤을까요?
화자2: 익준이인것같아요.ㅜㅜ
화자1: 안돼,~~
화자1: 두 의사 모두 아니지 않을까요?
화자2: ㅜㅠ그러길요ㅋㅋ

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 슬기로운 의사생활'은 의사 표현 방법을 다루는 드라마이다.
B. 슬기로운 의사생활'에 도재학은 앞으로 출연하지 않는다.
C. 슬기로운 의사생활' 등장인물 가운데 도재학이 있다.",C. 슬기로운 의사생활' 등장인물 가운데 도재학이 있다.
117,"

[Conversation]
화자1: 안녕하세요
화자2: 안녕하세요?
화자1: 좋은 아침입니다
화자2: 네 좋은아침입니다ㅋ
화자2: 요즘 티비 뭐 보는거있으세요?
화자1: 음 저는 슬기로운의사생활 보는데 힐링되요 ㅎㅎ
화자1: 다른건 안봅니다 ㅎㅎ
화자1: 장르 어떤거 좋아하세요?
화자2: 맞아요ㅋ저도 슬기로운의사생활
화자2: 너무좋아해요ㅋ
화자1: 감동입니다
화자1: 이번에 도재학 선생 관련내용은 맘이 아팠어요
화자2: 저도 얼마나 울었는지몰라요ㅜㅠ슬펐어요
화자1: 결국 잘될겁니다
화자1: 도재학 화이팅!
화자1: 아
그리고
화자1: 익순이 이야기 너무 궁금해요
화자2: ㅋㅋㅋ 맞아요
화자2: 익순이도 잘되기를
화자1: 추추 좋아하십니까
화자2: 해피엔딩일것같지만ㅋ
화자2: 진짜 요즘엔
화자2: 추추를 넘 응원하게되네요
화자2: 추추 넘 귀염ㅋ
화자1: 짱 귀염
화자1: 마지막 누가 다쳤을까요?
화자2: 익준이인것같아요.ㅜㅜ
화자1: 안돼,~~
화자1: 두 의사 모두 아니지 않을까요?
화자2: ㅜㅠ그러길요ㅋㅋ

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자2는 드라마 내용이 떠올라 슬프다.
B. 화자2는 드라마 내용을 스포일러 당해서 슬프다.
C. 화자2는 소설 내용이 떠올라 눈물이 난다.",A. 화자2는 드라마 내용이 떠올라 슬프다.
118,"

[Conversation]
화자1: 안녕하세요
화자2: 안녕하세요?
화자1: 좋은 아침입니다
화자2: 네 좋은아침입니다ㅋ
화자2: 요즘 티비 뭐 보는거있으세요?
화자1: 음 저는 슬기로운의사생활 보는데 힐링되요 ㅎㅎ
화자1: 다른건 안봅니다 ㅎㅎ
화자1: 장르 어떤거 좋아하세요?
화자2: 맞아요ㅋ저도 슬기로운의사생활
화자2: 너무좋아해요ㅋ
화자1: 감동입니다
화자1: 이번에 도재학 선생 관련내용은 맘이 아팠어요
화자2: 저도 얼마나 울었는지몰라요ㅜㅠ슬펐어요
화자1: 결국 잘될겁니다
화자1: 도재학 화이팅!
화자1: 아
그리고
화자1: 익순이 이야기 너무 궁금해요
화자2: ㅋㅋㅋ 맞아요
화자2: 익순이도 잘되기를
화자1: 추추 좋아하십니까
화자2: 해피엔딩일것같지만ㅋ
화자2: 진짜 요즘엔
화자2: 추추를 넘 응원하게되네요
화자2: 추추 넘 귀염ㅋ
화자1: 짱 귀염
화자1: 마지막 누가 다쳤을까요?
화자2: 익준이인것같아요.ㅜㅜ
화자1: 안돼,~~
화자1: 두 의사 모두 아니지 않을까요?
화자2: ㅜㅠ그러길요ㅋㅋ

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자1은 '슬기로운 의사생활' 다음 방송 시간을 기다릴 것이다.
B. 화자1은 '슬기로운 의사생활'에 출연하기 시작할 것이다.
C. 화자1은 '슬기로운 의사생활'의 대본을 작성할 것이다.",A. 화자1은 '슬기로운 의사생활' 다음 방송 시간을 기다릴 것이다.
119,"

[Conversation]
화자2: 오 정말? 무슨 일인데???
화자1: 아 무슨 일인지 그동안 모랄ㅆ는데 이번에 일을줬어. 데이터 수집하고 웹사이트에 올리는거
화자2: 빅데이터 관련 업무인가??낯선분야라 신기하다 일한지는 얼마나 됐어ㅓ??
화자1: 빅데이터랑은 좀 다르더라 거긴 전문적이고 여긴 좀 덜 전문적 ㅋㅋ 이제 이주됐어
화자2: 그렇구나 지금 한창 적응하고 잇겠네~ 일은 할 만해??
화자1: 그동안 할만했는데 이제어려워졌었어..ㅠ
화자2: 헉ㅠㅠ 앞날이 많이 힘들겠구나 머리가 아프겠는걸
화자1: 그니까 어떠케 ㅠ 나 너무 바보같아서 아무것도 못하겟다능
화자2: 아니야 처음하면 다들 똑같이 헤매지ㅠㅠ
화자1: 마자..잘하기보다도 그냥..적당히만 하기라도 바랄뿐
화자1: ㅠㅠ 난생 처음 보는 분야라너무 생소해..
화자2: 너가 잘하길 응원할게
화자2: 같이 일하는 동료들은 많아?
화자1: 같이 5명 일해 나까지 5명  ㅎㅎㅎ...ㅎㅎㅎ...새롭다 새로워
화자1: 너는 요새 일 괜찮아? 요새는ㅇ ㅓ때?
화자2: 나는 늘 똑같지 뭐ㅎㅎ

[Question]
위 대화의 원인으로 올바른 지문은?

[Option]
A. 화자1은 새로운 업무를 배정받았다.
B. 화자1은 새로운 지역으로 이사했다.
C. 화자1은 새로운 책상을 배정받았다.",A. 화자1은 새로운 업무를 배정받았다.
120,"

[Conversation]
화자2: 오 정말? 무슨 일인데???
화자1: 아 무슨 일인지 그동안 모랄ㅆ는데 이번에 일을줬어. 데이터 수집하고 웹사이트에 올리는거
화자2: 빅데이터 관련 업무인가??낯선분야라 신기하다 일한지는 얼마나 됐어ㅓ??
화자1: 빅데이터랑은 좀 다르더라 거긴 전문적이고 여긴 좀 덜 전문적 ㅋㅋ 이제 이주됐어
화자2: 그렇구나 지금 한창 적응하고 잇겠네~ 일은 할 만해??
화자1: 그동안 할만했는데 이제어려워졌었어..ㅠ
화자2: 헉ㅠㅠ 앞날이 많이 힘들겠구나 머리가 아프겠는걸
화자1: 그니까 어떠케 ㅠ 나 너무 바보같아서 아무것도 못하겟다능
화자2: 아니야 처음하면 다들 똑같이 헤매지ㅠㅠ
화자1: 마자..잘하기보다도 그냥..적당히만 하기라도 바랄뿐
화자1: ㅠㅠ 난생 처음 보는 분야라너무 생소해..
화자2: 너가 잘하길 응원할게
화자2: 같이 일하는 동료들은 많아?
화자1: 같이 5명 일해 나까지 5명  ㅎㅎㅎ...ㅎㅎㅎ...새롭다 새로워
화자1: 너는 요새 일 괜찮아? 요새는ㅇ ㅓ때?
화자2: 나는 늘 똑같지 뭐ㅎㅎ

[Question]
위 대화의 동기로 올바른 지문은?

[Option]
A. 화자1은 처음 해보는 업무의 난이도가 높지 않아 좋다.
B. 화자1은 업무가 낯설고 어려워도 수월하게 할 수 있다.
C. 화자1은 낯설고 어려운 업무가 힘들다.",C. 화자1은 낯설고 어려운 업무가 힘들다.
121,"

[Conversation]
화자2: 오 정말? 무슨 일인데???
화자1: 아 무슨 일인지 그동안 모랄ㅆ는데 이번에 일을줬어. 데이터 수집하고 웹사이트에 올리는거
화자2: 빅데이터 관련 업무인가??낯선분야라 신기하다 일한지는 얼마나 됐어ㅓ??
화자1: 빅데이터랑은 좀 다르더라 거긴 전문적이고 여긴 좀 덜 전문적 ㅋㅋ 이제 이주됐어
화자2: 그렇구나 지금 한창 적응하고 잇겠네~ 일은 할 만해??
화자1: 그동안 할만했는데 이제어려워졌었어..ㅠ
화자2: 헉ㅠㅠ 앞날이 많이 힘들겠구나 머리가 아프겠는걸
화자1: 그니까 어떠케 ㅠ 나 너무 바보같아서 아무것도 못하겟다능
화자2: 아니야 처음하면 다들 똑같이 헤매지ㅠㅠ
화자1: 마자..잘하기보다도 그냥..적당히만 하기라도 바랄뿐
화자1: ㅠㅠ 난생 처음 보는 분야라너무 생소해..
화자2: 너가 잘하길 응원할게
화자2: 같이 일하는 동료들은 많아?
화자1: 같이 5명 일해 나까지 5명  ㅎㅎㅎ...ㅎㅎㅎ...새롭다 새로워
화자1: 너는 요새 일 괜찮아? 요새는ㅇ ㅓ때?
화자2: 나는 늘 똑같지 뭐ㅎㅎ

[Question]
위 대화의 전제로 올바른 지문은?

[Option]
A. 화자1은 데이터를 수집하는 일에 적응한 상태이다.
B. 화자1은 데이터를 수집하는 일을 혼자하고 있다.
C. 화자1은 데이터를 수집하는 일이 익숙하지 않다.",C. 화자1은 데이터를 수집하는 일이 익숙하지 않다.
122,"

[Conversation]
화자2: 오 정말? 무슨 일인데???
화자1: 아 무슨 일인지 그동안 모랄ㅆ는데 이번에 일을줬어. 데이터 수집하고 웹사이트에 올리는거
화자2: 빅데이터 관련 업무인가??낯선분야라 신기하다 일한지는 얼마나 됐어ㅓ??
화자1: 빅데이터랑은 좀 다르더라 거긴 전문적이고 여긴 좀 덜 전문적 ㅋㅋ 이제 이주됐어
화자2: 그렇구나 지금 한창 적응하고 잇겠네~ 일은 할 만해??
화자1: 그동안 할만했는데 이제어려워졌었어..ㅠ
화자2: 헉ㅠㅠ 앞날이 많이 힘들겠구나 머리가 아프겠는걸
화자1: 그니까 어떠케 ㅠ 나 너무 바보같아서 아무것도 못하겟다능
화자2: 아니야 처음하면 다들 똑같이 헤매지ㅠㅠ
화자1: 마자..잘하기보다도 그냥..적당히만 하기라도 바랄뿐
화자1: ㅠㅠ 난생 처음 보는 분야라너무 생소해..
화자2: 너가 잘하길 응원할게
화자2: 같이 일하는 동료들은 많아?
화자1: 같이 5명 일해 나까지 5명  ㅎㅎㅎ...ㅎㅎㅎ...새롭다 새로워
화자1: 너는 요새 일 괜찮아? 요새는ㅇ ㅓ때?
화자2: 나는 늘 똑같지 뭐ㅎㅎ

[Question]
위 대화의 반응으로 올바른 지문은?

[Option]
A. 화자2는 화자1을 재촉한다.
B. 화자2는 화자1을 격려한다.
C. 화자2는 화자1을 다그친다.",B. 화자2는 화자1을 격려한다.
123,"

[Conversation]
화자2: 오 정말? 무슨 일인데???
화자1: 아 무슨 일인지 그동안 모랄ㅆ는데 이번에 일을줬어. 데이터 수집하고 웹사이트에 올리는거
화자2: 빅데이터 관련 업무인가??낯선분야라 신기하다 일한지는 얼마나 됐어ㅓ??
화자1: 빅데이터랑은 좀 다르더라 거긴 전문적이고 여긴 좀 덜 전문적 ㅋㅋ 이제 이주됐어
화자2: 그렇구나 지금 한창 적응하고 잇겠네~ 일은 할 만해??
화자1: 그동안 할만했는데 이제어려워졌었어..ㅠ
화자2: 헉ㅠㅠ 앞날이 많이 힘들겠구나 머리가 아프겠는걸
화자1: 그니까 어떠케 ㅠ 나 너무 바보같아서 아무것도 못하겟다능
화자2: 아니야 처음하면 다들 똑같이 헤매지ㅠㅠ
화자1: 마자..잘하기보다도 그냥..적당히만 하기라도 바랄뿐
화자1: ㅠㅠ 난생 처음 보는 분야라너무 생소해..
화자2: 너가 잘하길 응원할게
화자2: 같이 일하는 동료들은 많아?
화자1: 같이 5명 일해 나까지 5명  ㅎㅎㅎ...ㅎㅎㅎ...새롭다 새로워
화자1: 너는 요새 일 괜찮아? 요새는ㅇ ㅓ때?
화자2: 나는 늘 똑같지 뭐ㅎㅎ

[Question]
위 대화의 후행사건으로 올바른 지문은?

[Option]
A. 화자1은 동료들에게 조언을 구할 것이다.
B. 화자1은 동료들과 인사를 할 것이다.
C. 화자1은 화자2에게 양해를 구할 것이다.",A. 화자1은 동료들에게 조언을 구할 것이다.
